fdc_id,description_en,description_de
170608,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, raw",
170203,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, cooked, grilled",
168653,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, raw",
170813,"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",
170814,"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",
170815,"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",
169445,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",
169446,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",
170603,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",
171208,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",
170618,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",
170214,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",
169444,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",
170216,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",
170217,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",
171217,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",
171218,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",
171219,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",
171207,"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",
170811,"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",
170812,"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",
170609,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, cooked",
174757,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, raw",
170206,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, cooked",
174014,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, raw",
170207,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, cooked",
171777,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, raw",
169484,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",
169483,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",
169486,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",
169485,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",
168663,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, cooked",
169487,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, raw",
170208,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",
174760,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, raw",
170209,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, cooked",
174015,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, raw",
170610,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, cooked",
171776,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, raw",
174759,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, cooked",
174758,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, raw",
174012,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, choice, raw",
171778,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, cooked",
171779,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, raw",
173332,"Beef, corned beef hash, with potato, canned",
170198,"Beef, cured, breakfast strips, cooked",
170197,"Beef, cured, breakfast strips, raw or unheated",
170200,"Beef, cured, corned beef, brisket, cooked",
170199,"Beef, cured, corned beef, brisket, raw",
170602,"Beef, cured, corned beef, canned",
170604,"Beef, cured, dried",
170202,"Beef, cured, luncheon meat, jellied",
170204,"Beef, cured, pastrami",
2646175,"Beef, flank, steak, boneless, choice, raw",
168733,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",
169563,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",
169434,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",
169435,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",
169433,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",
169554,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",
169564,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, raw",
174774,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",
174776,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, raw",
168610,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",
168611,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",
168609,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",
174775,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",
174777,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, raw",
168608,"Beef, grass-fed, ground, raw",
169429,"Beef, grass-fed, strip steaks, lean only, raw",
169473,"Beef, ground, 70% lean meat / 30% fat, crumbles, cooked, pan-browned",
169474,"Beef, ground, 70% lean meat / 30% fat, loaf, cooked, baked",
168650,"Beef, ground, 70% lean meat / 30% fat, patty cooked, pan-broiled",
168651,"Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",
168652,"Beef, ground, 70% lean meat / 30% fat, raw",
174040,"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",
171801,"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",
174038,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled",
174039,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, pan-broiled",
174037,"Beef, ground, 75% lean meat / 25% fat, raw",
171799,"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",
171800,"Beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked",
171797,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",
171798,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, pan-broiled",
174036,"Beef, ground, 80% lean meat / 20% fat, raw",
2514744,"Beef, ground, 80% lean meat / 20% fat, raw",
174034,"Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned",
174035,"Beef, ground, 85% lean meat / 15% fat, loaf, cooked, baked",
174032,"Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled",
174033,"Beef, ground, 85% lean meat / 15% fat, patty, cooked, pan-broiled",
171796,"Beef, ground, 85% lean meat / 15% fat, raw (Includes foods for USDA's Food Distribution Program)",
171794,"Beef, ground, 90% lean meat / 10% fat, crumbles, cooked, pan-browned",
171795,"Beef, ground, 90% lean meat / 10% fat, loaf, cooked, baked",
174031,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled",
171793,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, pan-broiled",
174030,"Beef, ground, 90% lean meat / 10% fat, raw",
2514743,"Beef, ground, 90% lean meat / 10% fat, raw",
174755,"Beef, ground, 93% lean meat / 7% fat, crumbles, cooked, pan-browned",
174754,"Beef, ground, 93% lean meat / 7% fat, loaf, cooked, baked",
174752,"Beef, ground, 93% lean meat / 7% fat, patty, cooked, broiled",
173110,"Beef, ground, 93% lean meat / 7% fat, raw",
174753,"Beef, ground, 93% lean meat /7% fat, patty, cooked, pan-broiled",
174028,"Beef, ground, 95% lean meat / 5% fat, crumbles, cooked, pan-browned",
174029,"Beef, ground, 95% lean meat / 5% fat, loaf, cooked, baked",
171791,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled",
171792,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, pan-broiled",
171790,"Beef, ground, 95% lean meat / 5% fat, raw",
174756,"Beef, ground, 97% lean meat / 3% fat, crumbles, cooked, pan-browned",
173114,"Beef, ground, 97% lean meat / 3% fat, loaf, cooked, baked",
173112,"Beef, ground, 97% lean meat / 3% fat, patty, cooked, broiled",
173111,"Beef, ground, 97% lean meat / 3% fat, raw",
173113,"Beef, ground, 97% lean meat /3% fat, patty, cooked, pan-broiled",
169447,"Beef, ground, patties, frozen, cooked, broiled",
172161,"Beef, ground, unspecified fat content, cooked",
169571,"Beef, loin, bottom sirloin butt, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",
174024,"Beef, loin, bottom sirloin butt, tri-tip steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",
173991,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",
173987,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",
171753,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",
171748,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",
171754,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",
171749,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",
174004,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",
171765,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",
174005,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",
174000,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",
174001,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",
174006,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",
170237,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",
173988,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",
170238,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",
173989,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",
170640,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",
173990,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",
170641,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",
171767,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",
170642,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",
171768,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",
170643,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",
171769,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",
170239,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",
171750,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",
170240,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",
171751,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",
168631,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",
171752,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",
168632,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",
174002,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",
169455,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",
174003,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",
169456,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",
171766,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",
174714,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",
